subj,task,run,abs_mean,rel_mean
486759,GAMBLING,RL,0.102924,0.087941
547046,GAMBLING,RL,0.284522,0.070659
552544,GAMBLING,RL,0.365500,0.045074
592455,GAMBLING,RL,0.396557,0.123882
622236,GAMBLING,RL,0.238984,0.064461
679568,GAMBLING,RL,0.351091,0.042329
715041,GAMBLING,RL,0.319032,0.071847
749361,GAMBLING,RL,0.350732,0.054964
753251,GAMBLING,RL,0.517657,0.108126
771354,GAMBLING,RL,0.168365,0.070675
782561,GAMBLING,RL,0.254518,0.058327
837560,GAMBLING,RL,0.091812,0.045527
845458,GAMBLING,RL,0.561380,0.074606
849971,GAMBLING,RL,0.129161,0.063147
871964,GAMBLING,RL,0.324577,0.070660
100307,EMOTION,RL,0.129210,0.067880
100408,EMOTION,RL,0.174382,0.112662
101006,EMOTION,RL,0.389697,0.064406
101107,EMOTION,RL,0.749367,0.159060
101309,EMOTION,RL,0.268902,0.048654
101410,EMOTION,RL,0.179944,0.081003
101915,EMOTION,RL,0.125041,0.090531
102008,EMOTION,RL,0.430135,0.123369
102311,EMOTION,RL,0.732998,0.063533
102816,EMOTION,RL,2.262960,0.149347
103111,EMOTION,RL,0.462357,0.092137
103515,EMOTION,RL,1.104180,0.127102
103818,EMOTION,RL,0.256886,0.086731
105014,EMOTION,RL,0.104947,0.078442
105115,EMOTION,RL,0.140455,0.071641
105216,EMOTION,RL,0.206588,0.053320
106016,EMOTION,RL,0.322296,0.076345
106521,EMOTION,RL,0.379063,0.054419
107321,EMOTION,RL,0.081745,0.047066
107422,EMOTION,RL,0.118682,0.052944
108121,EMOTION,RL,0.262346,0.177389
108323,EMOTION,RL,0.660227,0.060167
108525,EMOTION,RL,0.638573,0.090829
108828,EMOTION,RL,0.253471,0.102483
109123,EMOTION,RL,0.108594,0.080295
109325,EMOTION,RL,0.256478,0.115964
110411,EMOTION,RL,0.171993,0.053370
111312,EMOTION,RL,0.350663,0.068350
111413,EMOTION,RL,0.542091,0.089457
111716,EMOTION,RL,0.238519,0.073230
113215,EMOTION,RL,0.078041,0.058284
113922,EMOTION,RL,0.243362,0.055951
114419,EMOTION,RL,0.264817,0.075665
114924,EMOTION,RL,0.638898,0.203688
115320,EMOTION,RL,0.180816,0.085818
116524,EMOTION,RL,0.663713,0.135570
117122,EMOTION,RL,0.255775,0.056395
117324,EMOTION,RL,0.286498,0.060253
118528,EMOTION,RL,0.112305,0.081687
118730,EMOTION,RL,0.608702,0.074013
118932,EMOTION,RL,0.229604,0.076388
119833,EMOTION,RL,0.101822,0.091876
120212,EMOTION,RL,0.346890,0.101503
120515,EMOTION,RL,0.072297,0.091718
121618,EMOTION,RL,0.238211,0.056980
122317,EMOTION,RL,0.249290,0.056606
122620,EMOTION,RL,0.165460,0.048708
123117,EMOTION,RL,0.357774,0.115214
123420,EMOTION,RL,0.379131,0.098191
123925,EMOTION,RL,1.711090,0.112005
124220,EMOTION,RL,0.256748,0.179338
125525,EMOTION,RL,0.121545,0.097546
126325,EMOTION,RL,0.524236,0.091398
126628,EMOTION,RL,0.552668,0.127212
127630,EMOTION,RL,1.242210,0.121011
127933,EMOTION,RL,0.244733,0.052740
128127,EMOTION,RL,0.143218,0.045959
128632,EMOTION,RL,0.275135,0.065291
129028,EMOTION,RL,0.117288,0.052192
130013,EMOTION,RL,0.268120,0.089531
130316,EMOTION,RL,0.500053,0.149176
131217,EMOTION,RL,0.636552,0.077369
131722,EMOTION,RL,0.136997,0.055609
133019,EMOTION,RL,0.748832,0.066568
133827,EMOTION,RL,0.230444,0.105093
133928,EMOTION,RL,0.283307,0.069003
134324,EMOTION,RL,0.815715,0.102429
135225,EMOTION,RL,0.146607,0.084920
135528,EMOTION,RL,0.424811,0.083536
136227,EMOTION,RL,0.164272,0.063444
136833,EMOTION,RL,0.328270,0.082046
137027,EMOTION,RL,0.092604,0.050439
138534,EMOTION,RL,0.141161,0.114766
139233,EMOTION,RL,0.267649,0.110296
139637,EMOTION,RL,0.267015,0.070310
140925,EMOTION,RL,1.238970,0.182857
144832,EMOTION,RL,1.209180,0.085267
146432,EMOTION,RL,0.161594,0.088477
147030,EMOTION,RL,0.897659,0.218198
147737,EMOTION,RL,0.179979,0.078645
148335,EMOTION,RL,0.394118,0.137180
148840,EMOTION,RL,0.098951,0.091836
148941,EMOTION,RL,0.145612,0.047099
149741,EMOTION,RL,0.278452,0.158730
150423,EMOTION,RL,0.200702,0.065901
150726,EMOTION,RL,0.160419,0.088254
151223,EMOTION,RL,0.334686,0.115253
151526,EMOTION,RL,1.024450,0.108206
151627,EMOTION,RL,0.133521,0.080301
151728,EMOTION,RL,0.463754,0.199461
153833,EMOTION,RL,0.202933,0.132038
154734,EMOTION,RL,0.160380,0.074746
154835,EMOTION,RL,0.156469,0.111713
154936,EMOTION,RL,0.535057,0.093128
155231,EMOTION,RL,0.570631,0.056100
156233,EMOTION,RL,0.957684,0.107814
156637,EMOTION,RL,0.229077,0.169578
157437,EMOTION,RL,0.455189,0.098378
158136,EMOTION,RL,0.386814,0.079121
159138,EMOTION,RL,0.266916,0.071176
159239,EMOTION,RL,0.109717,0.076863
159340,EMOTION,RL,0.124169,0.086235
159441,EMOTION,RL,0.814514,0.135431
160830,EMOTION,RL,0.502613,0.077860
161630,EMOTION,RL,0.451068,0.110702
162228,EMOTION,RL,0.272302,0.082150
162733,EMOTION,RL,0.186119,0.119567
163331,EMOTION,RL,0.191568,0.208582
163432,EMOTION,RL,0.172169,0.092844
164030,EMOTION,RL,0.062148,0.048923
164131,EMOTION,RL,0.194477,0.101765
164939,EMOTION,RL,1.912540,0.110987
167036,EMOTION,RL,0.210450,0.058692
167743,EMOTION,RL,0.387245,0.148420
168139,EMOTION,RL,0.740346,0.068760
168341,EMOTION,RL,0.432414,0.055082
169444,EMOTION,RL,0.162365,0.071459
170934,EMOTION,RL,0.130575,0.086885
172029,EMOTION,RL,0.363433,0.064886
172332,EMOTION,RL,0.245147,0.076775
172534,EMOTION,RL,0.189157,0.053028
172938,EMOTION,RL,0.259376,0.087502
173435,EMOTION,RL,0.172778,0.039443
173940,EMOTION,RL,0.124649,0.058185
176542,EMOTION,RL,0.261807,0.040239
177645,EMOTION,RL,0.383564,0.055005
178142,EMOTION,RL,0.107592,0.060481
178849,EMOTION,RL,0.854201,0.043511
178950,EMOTION,RL,0.100544,0.067273
180129,EMOTION,RL,0.518665,0.106261
180432,EMOTION,RL,0.187430,0.052870
181232,EMOTION,RL,0.379633,0.051326
182739,EMOTION,RL,0.278002,0.056788
185442,EMOTION,RL,0.265675,0.059732
186141,EMOTION,RL,0.331098,0.131973
187143,EMOTION,RL,0.151102,0.108918
189349,EMOTION,RL,0.262134,0.039559
189450,EMOTION,RL,0.535061,0.102365
190031,EMOTION,RL,0.172937,0.092791
191033,EMOTION,RL,0.278318,0.059995
192540,EMOTION,RL,0.275455,0.060982
195041,EMOTION,RL,0.115307,0.103253
196750,EMOTION,RL,0.329122,0.112125
197550,EMOTION,RL,0.209381,0.099310
198451,EMOTION,RL,0.595027,0.058943
198855,EMOTION,RL,0.106060,0.052699
199655,EMOTION,RL,0.092555,0.055420
199958,EMOTION,RL,1.147690,0.086734
200614,EMOTION,RL,0.193680,0.118701
201818,EMOTION,RL,0.133084,0.036754
203418,EMOTION,RL,0.221091,0.070649
204016,EMOTION,RL,0.601820,0.116424
208226,EMOTION,RL,1.103440,0.094917
210011,EMOTION,RL,0.145354,0.045169
212217,EMOTION,RL,0.711839,0.122008
212318,EMOTION,RL,0.189015,0.146447
214423,EMOTION,RL,0.380851,0.069422
231928,EMOTION,RL,0.318635,0.064733
239944,EMOTION,RL,0.512296,0.044931
245333,EMOTION,RL,0.323817,0.051238
285446,EMOTION,RL,0.414481,0.048582
290136,EMOTION,RL,0.271173,0.083905
304020,EMOTION,RL,0.216960,0.111949
308331,EMOTION,RL,1.459980,0.114196
310621,EMOTION,RL,0.160864,0.079644
316633,EMOTION,RL,0.295844,0.068414
361941,EMOTION,RL,0.174004,0.082004
397760,EMOTION,RL,0.221712,0.160149
414229,EMOTION,RL,0.129403,0.057034
465852,EMOTION,RL,0.575540,0.102310
480141,EMOTION,RL,0.093169,0.064544
486759,EMOTION,RL,0.090421,0.064269
547046,EMOTION,RL,0.129389,0.048748
552544,EMOTION,RL,0.332425,0.052971
592455,EMOTION,RL,0.353768,0.113579
622236,EMOTION,RL,0.188359,0.063623
679568,EMOTION,RL,0.339962,0.048487
715041,EMOTION,RL,0.289797,0.062449
749361,EMOTION,RL,0.171259,0.092673
753251,EMOTION,RL,0.509937,0.081202
771354,EMOTION,RL,0.280251,0.062119
782561,EMOTION,RL,0.112587,0.060735
837560,EMOTION,RL,0.096053,0.047671
845458,EMOTION,RL,0.236677,0.095064
849971,EMOTION,RL,0.137094,0.066778
871964,EMOTION,RL,0.166927,0.090764
